wdid,icrsra,icrsdec,spectype,teff,logg,mass,age,Dage,Dpc,velU,velV,velW
Gaia DR3 5580766292652369408,06 40 14.76,-35 29 45.85,DC,8511.0,7.995,0.575,,,152.44,,,
Gaia DR3 5580798384648358656,06 42 41.50,-35 09 53.40,DB,15167.0,7.928,0.549,,,261.01,,,
Gaia DR3 5580857861355864448,06 37 32.90,-35 46 49.36,DC,9049.0,8.244,0.733,,,132.07,,,
Gaia DR3 5581202352091765248,06 28 49.38,-36 03 41.24,DB,16336.0,8.056,0.625,,,257.08,,,
Gaia DR3 5581924387635738496,06 37 13.38,-33 41 35.72,DC:,8246.0,8.022,0.59,,,196.26,,,
Gaia DR3 5582530287260671744,06 43 40.06,-34 27 01.97,DC,7588.0,7.712,0.42,,,196.69,,,
Gaia DR3 5582653363844474752,06 44 25.45,-33 54 36.44,DC:,7580.0,8.052,0.607,,,145.99,,,
Gaia DR3 5583345712572403200,06 39 05.94,-33 56 36.79,DC,8085.0,8.194,0.698,,,115.74,,,
Gaia DR3 5583504385843405824,06 41 36.97,-33 01 06.91,DQ:,14001.0,8.892,1.137,,,184.28,,,
Gaia DR3 5584074246400108160,06 47 24.54,-31 29 34.82,DB,20399.0,8.085,0.648,,,185.73,,,
Gaia DR3 5584080461217247104,06 49 36.14,-31 31 55.29,DC,10148.0,7.911,0.53,,,182.16,,,
Gaia DR3 5584904927439533696,07 29 04.68,-39 54 17.73,DB:,19666.0,7.0,0.247,,,516.21,,,
Gaia DR3 558491536852019456,02 03 07.48,73 01 48.35,DC,9453.0,7.573,0.364,,,248.14,,,
Gaia DR3 5585520134257030272,07 34 25.36,-38 10 01.64,DB,16988.0,8.188,0.707,,,212.59,,,
Gaia DR3 5585560300788353664,07 35 17.20,-37 43 19.14,DB,13288.0,7.877,0.518,,,299.63,,,
Gaia DR3 5586182177693677440,07 30 11.42,-38 07 51.04,DC,10699.0,8.274,0.755,,,223.22,,,
Gaia DR3 5586510454935130240,07 25 32.30,-37 18 41.07,DB,15359.0,7.82,0.492,,,255.86,,,
Gaia DR3 5586927474778573696,07 42 47.43,-37 25 50.61,DC:,8690.0,7.949,0.548,,,192.88,,,
Gaia DR3 5587118965905821056,07 38 59.32,-36 43 03.59,DC:,10518.0,8.071,0.624,,,274.54,,,
Gaia DR3 5587435006777218944,07 50 37.69,-35 59 02.37,DB,14867.0,7.863,0.513,,,337.90,,,
Gaia DR3 5587970224122224512,07 34 15.38,-36 02 48.74,DC,8727.0,8.049,0.607,,,165.75,,,
Gaia DR3 5588854368907176320,07 41 01.91,-33 45 57.63,DB,18054.0,8.053,0.626,,,356.74,,,
Gaia DR3 5589261737965864832,07 16 57.27,-37 28 25.59,DQ,,,,,,524.74,,,
Gaia DR3 5589521119631456640,07 17 57.58,-35 54 48.47,DB,12480.0,7.805,0.479,,,367.81,,,
Gaia DR3 5589668488549609216,07 24 02.62,-35 48 43.61,DC:,10200.0,8.131,0.661,,,255.47,,,
Gaia DR3 5590012085932375296,07 25 02.38,-34 53 49.51,DC:,11003.0,7.757,0.451,,,329.60,,,
Gaia DR3 5590442720827051648,07 11 44.79,-35 28 37.59,DC:,10154.0,7.335,0.283,,,315.28,,,
Gaia DR3 5590751129544722432,07 16 49.41,-34 53 08.34,DZ,9468.0,8.173,0.687,,,204.86,,,
Gaia DR3 5590920870952745984,07 21 04.19,-33 56 02.51,DC,9166.0,7.997,0.577,,,195.06,,,
Gaia DR3 5591018723186110464,07 15 17.09,-34 15 03.57,DC:,8763.0,7.328,0.274,,,253.96,,,
Gaia DR3 5591253778157409024,07 30 01.41,-34 59 43.09,DB:,27871.0,9.166,1.256,,,205.70,,,
Gaia DR3 5591352566708396288,07 30 04.14,-34 28 28.67,DB:,19669.0,8.521,0.925,,,377.50,,,
Gaia DR3 5591518897904656768,07 26 30.15,-34 40 43.75,DB,12368.0,7.873,0.514,,,360.15,,,
Gaia DR3 5591528209388009728,07 26 57.31,-34 29 57.24,DC:,7558.0,7.23,0.239,,,245.83,,,
Gaia DR3 5591953965199031424,07 38 15.48,-33 00 27.30,DB,16841.0,7.943,0.561,,,296.28,,,
Gaia DR3 5591985812384408448,07 39 40.55,-32 40 44.77,DC:,5862.0,7.84,0.479,,,142.50,,,
Gaia DR3 559203195752266112,02 17 26.77,75 12 41.68,DC,6947.0,8.019,0.585,,,133.59,,,
Gaia DR3 5592094595314906624,07 32 29.66,-33 00 03.35,DB,23420.0,8.005,0.607,,,499.10,,,
Gaia DR3 5594274170965058560,08 00 07.46,-32 36 26.48,DB,17522.0,7.82,0.497,,,411.15,,,
Gaia DR3 5594375532188004864,07 56 14.03,-32 40 36.62,DB,18113.0,8.062,0.631,,,271.35,,,
Gaia DR3 5594381338983810560,07 56 25.52,-32 40 17.61,DB,16271.0,7.826,0.497,,,413.01,,,
Gaia DR3 5594786685116524032,07 51 33.55,-32 47 18.65,DB,17705.0,8.032,0.613,,,387.10,,,
Gaia DR3 5594913983645685888,07 45 42.69,-33 04 24.66,DZ:,10423.0,7.788,0.465,,,273.70,,,
Gaia DR3 5595266239684067456,07 52 19.35,-32 02 06.95,DB:,27334.0,7.232,0.322,,,666.95,,,
Gaia DR3 5595485557892397440,07 51 49.61,-31 29 14.32,DC:,9763.0,8.025,0.595,,,210.93,,,
Gaia DR3 5595778543385272320,08 04 57.22,-32 03 43.93,DC:,7951.0,7.982,0.565,,,183.55,,,
Gaia DR3 5596120152208950784,08 01 42.16,-31 05 41.45,DB:,14539.0,8.28,0.763,,,329.58,,,
Gaia DR3 5596400596398866560,08 10 17.61,-30 25 52.86,DB:,20837.0,9.014,1.196,,,174.62,,,
Gaia DR3 5596646543397517312,08 05 50.74,-30 07 10.63,DC,8620.0,7.942,0.544,,,212.72,,,
Gaia DR3 5596989694095404288,08 00 56.71,-30 37 18.53,DC,8160.0,8.047,0.605,,,142.67,,,
Gaia DR3 5597350329613662848,07 57 25.93,-29 24 17.49,DB,12464.0,8.008,0.59,,,243.34,,,
Gaia DR3 5597382666435064704,07 57 47.42,-29 05 13.38,DB,15183.0,8.785,1.081,,,205.45,,,
Gaia DR3 5597921324050112896,08 03 00.45,-27 49 29.55,DC:,7098.0,7.986,0.566,,,150.15,,,
Gaia DR3 5598010487565677184,07 42 49.08,-32 20 28.50,DC,9785.0,8.032,0.599,,,224.81,,,
Gaia DR3 5598234787943329536,07 44 33.82,-31 01 36.09,DC,7968.0,8.252,0.736,,,182.40,,,
Gaia DR3 5598878410261483264,07 44 40.91,-29 57 46.13,DB,11459.0,8.083,0.633,,,228.89,,,
Gaia DR3 5599043371366260480,07 45 46.86,-29 21 39.38,DB,17829.0,8.128,0.671,,,209.03,,,
Gaia DR3 5599077220012673920,07 47 41.47,-28 59 32.59,DZ:,8347.0,8.099,0.637,,,212.94,,,
Gaia DR3 5599391882194463616,07 33 16.06,-30 26 53.51,DZ,8803.0,8.096,0.637,,,244.63,,,
Gaia DR3 5600097631218723584,07 42 12.73,-28 18 24.42,DC:,8140.0,7.99,0.571,,,210.67,,,
Gaia DR3 5600318839215085312,07 49 55.27,-29 21 42.00,DC:,7897.0,7.774,0.451,,,231.74,,,
Gaia DR3 5600555509087693056,07 52 06.05,-28 36 48.30,DC,10154.0,7.975,0.566,,,206.49,,,
Gaia DR3 5602099399525131264,07 56 49.75,-25 58 30.44,DC:,,,,,,56.75,,,
Gaia DR3 5602353455431299328,07 53 21.29,-25 32 09.33,DC:,,,,,,112.44,,,
Gaia DR3 5602509135091917568,07 07 08.36,-35 10 32.15,DC:,10278.0,7.57,0.366,,,333.14,,,
Gaia DR3 5603285630820170240,07 14 44.53,-32 32 35.03,DB,15628.0,8.106,0.654,,,166.03,,,
Gaia DR3 5605473830761767936,07 28 21.62,-30 10 52.03,DZ:,7078.0,7.705,0.415,,,205.07,,,
Gaia DR3 5605481115021678976,07 29 28.50,-29 59 13.42,DB:,11659.0,8.054,0.616,,,293.78,,,
Gaia DR3 5605720297457492992,07 24 14.96,-29 48 26.29,DC,9182.0,7.757,0.446,,,240.93,,,
Gaia DR3 5606669206060427776,07 21 50.66,-28 23 43.38,DB,15959.0,7.333,0.303,,,469.91,,,
Gaia DR3 5606733424406998144,07 15 50.41,-28 45 15.97,DC,8978.0,8.074,0.623,,,119.19,,,
Gaia DR3 5606917833122636672,07 17 17.13,-28 06 17.78,DB,25215.0,8.237,0.748,,,359.30,,,
Gaia DR3 5607169930523287680,07 01 17.10,-31 22 46.89,DB,15191.0,7.93,0.55,,,196.03,,,
Gaia DR3 5607589707743519872,07 03 54.26,-30 47 03.12,DC,9598.0,8.024,0.594,,,192.74,,,
Gaia DR3 5608297376618008320,06 55 15.74,-30 00 32.36,DB,19183.0,7.948,0.567,,,456.00,,,
Gaia DR3 5608737043829433216,06 57 32.45,-29 09 06.05,DC:,8066.0,7.706,0.418,,,227.38,,,
Gaia DR3 5609462858942773632,07 08 16.82,-28 44 03.00,DC:,8021.0,7.348,0.276,,,158.09,,,
Gaia DR3 5609598515489413376,07 03 42.91,-28 40 37.03,DC,7233.0,8.204,0.704,,,124.47,,,
Gaia DR3 5610034261396814848,07 14 29.82,-27 13 21.05,DB:,11995.0,8.297,0.772,,,260.86,,,
Gaia DR3 5610358754764294528,07 13 05.53,-26 00 13.87,DB,13087.0,8.013,0.594,,,259.87,,,
Gaia DR3 5610401498279121152,07 03 16.23,-28 03 25.84,DZ,6405.0,8.375,0.817,,,159.03,,,
Gaia DR3 5610631261848849024,07 03 52.95,-26 50 31.49,DB,12104.0,7.988,0.577,,,351.98,,,
Gaia DR3 5610708846136016256,07 00 06.76,-27 02 22.24,DB:,14741.0,8.654,1.005,,,199.42,,,
Gaia DR3 5610908961555106304,07 01 30.89,-26 12 19.86,DB,17259.0,7.901,0.538,,,350.02,,,
Gaia DR3 5610962562747737728,07 08 50.89,-26 46 02.62,DC,9675.0,8.047,0.608,,,169.34,,,
Gaia DR3 5611549049125400576,07 31 52.06,-29 12 00.11,DB,14235.0,7.753,0.457,,,368.01,,,
Gaia DR3 5611792556578296576,07 26 28.16,-28 51 17.33,DB:,12292.0,8.329,0.793,,,145.41,,,
Gaia DR3 561203413560648064,02 16 27.96,77 33 56.24,DB,11477.0,7.935,0.546,,,213.31,,,
Gaia DR3 5612529156354053504,07 36 03.01,-26 35 14.75,DC,7648.0,8.367,0.812,,,111.67,,,
Gaia DR3 5612566406619310208,07 33 21.87,-26 30 04.00,DZ,10330.0,7.913,0.531,,,162.64,,,
Gaia DR3 5612992806669730304,07 20 25.31,-27 06 20.21,DB,22905.0,8.198,0.721,,,412.56,,,
Gaia DR3 5612999678615565824,07 21 24.09,-27 10 01.06,DZ,7018.0,7.888,0.509,,,211.63,,,
Gaia DR3 5613317196961862016,07 33 04.48,-26 29 54.43,DB,18966.0,8.003,0.598,,,328.86,,,
Gaia DR3 5613330292326101888,07 33 41.08,-26 14 02.01,DQ,6302.0,8.037,0.595,,,123.13,,,
Gaia DR3 5613432817479324032,07 33 42.96,-25 35 23.20,DC,9063.0,8.11,0.646,,,184.21,,,
Gaia DR3 5613919042133682176,07 45 12.36,-26 04 46.28,DB,11057.0,7.967,0.563,,,154.05,,,
Gaia DR3 5614065964377378816,07 40 36.89,-25 57 37.54,DZ,8053.0,8.172,0.684,,,179.00,,,
Gaia DR3 561411599215278080,02 52 31.94,77 50 18.43,DC,8565.0,8.068,0.619,,,130.45,,,
Gaia DR3 5614431655077273472,07 46 04.85,-24 49 14.95,DB,12294.0,8.214,0.717,,,270.68,,,
Gaia DR3 5614438389581151360,07 46 30.87,-24 43 03.47,DC,5253.0,7.719,0.414,,,111.79,,,
Gaia DR3 5615387066262107392,07 33 57.57,-23 48 19.70,DC:,,,,,,105.41,,,
Gaia DR3 5615448295301858944,07 40 12.61,-24 18 19.54,DC:,7501.0,8.171,0.682,,,208.46,,,
Gaia DR3 5615472102307437056,07 43 47.84,-24 01 21.42,DC,10317.0,7.952,0.553,,,191.43,,,
Gaia DR3 5616422801911581312,07 19 56.76,-25 36 42.17,DC:,11289.0,7.742,0.445,,,329.69,,,
Gaia DR3 5616622947386088704,07 23 00.38,-25 31 19.99,DB,12763.0,8.045,0.612,,,164.77,,,
Gaia DR3 5616816461430218368,07 26 32.48,-24 22 40.06,DB,12227.0,8.107,0.65,,,232.18,,,
Gaia DR3 5616838692183653632,07 21 03.19,-25 08 16.44,DB,15036.0,8.001,0.59,,,316.31,,,
Gaia DR3 5616847625711287936,07 21 50.37,-24 57 00.87,DC,9772.0,8.189,0.697,,,148.58,,,
Gaia DR3 5616857005920035072,07 20 31.52,-24 54 34.25,DC:,6419.0,8.176,0.684,,,123.36,,,
Gaia DR3 5617073575353498368,07 23 35.66,-23 48 29.37,DZ:,5700.0,7.717,0.415,,,184.73,,,
Gaia DR3 5617107247897907456,07 24 07.66,-23 33 46.16,DB,12132.0,8.008,0.589,,,180.25,,,
Gaia DR3 5617188272463644288,07 12 14.97,-25 25 06.11,DB,16299.0,8.117,0.662,,,396.44,,,
Gaia DR3 5617330448755446656,07 14 07.81,-24 49 22.69,DB:,12910.0,8.132,0.666,,,343.66,,,
Gaia DR3 5617381954006206208,07 15 29.76,-24 18 04.40,DQ:,9448.0,8.514,0.912,,,105.94,,,
Gaia DR3 5617406830456520064,07 10 56.17,-25 00 13.24,DB:,28296.0,7.764,0.495,,,358.87,,,
Gaia DR3 5617775102429389312,07 17 32.62,-23 53 26.64,DC:,8056.0,8.19,0.696,,,224.16,,,
Gaia DR3 5617921986012027136,07 20 05.83,-23 06 56.14,DC,9539.0,8.001,0.58,,,203.99,,,
Gaia DR3 5618339048816949248,07 28 35.48,-23 51 55.28,DZ,6735.0,8.121,0.649,,,184.84,,,
Gaia DR3 5618543347521687168,07 26 42.26,-23 36 52.83,DB,16272.0,8.25,0.745,,,350.35,,,
Gaia DR3 5618779437576409600,07 31 07.76,-22 23 44.29,DB,36057.0,7.873,0.561,,,383.85,,,
Gaia DR3 5619255418741893632,07 35 51.17,-21 33 59.75,DB,11261.0,7.985,0.574,,,289.00,,,
Gaia DR3 5619308779412917888,07 35 15.01,-21 21 26.59,DZ:,7885.0,8.047,0.605,,,162.08,,,
Gaia DR3 561981695994895360,02 07 05.24,78 00 39.20,DC,9475.0,7.954,0.552,,,164.66,,,
Gaia DR3 561989117698776192,02 02 47.88,77 57 07.79,DB,19964.0,7.187,0.283,,,461.59,,,
Gaia DR3 5619898568624601472,07 24 43.47,-21 09 23.36,DC:,7841.0,8.308,0.773,,,121.72,,,
Gaia DR3 5620402454189013504,07 32 02.92,-20 04 26.25,DB,13008.0,7.734,0.445,,,202.60,,,
Gaia DR3 5620440589196207360,07 28 01.59,-20 09 55.51,DC:,6113.0,7.88,0.503,,,161.46,,,
Gaia DR3 5621100364890349184,09 07 35.64,-39 34 58.21,DC,9117.0,7.795,0.465,,,208.61,,,
Gaia DR3 5621287969064155520,09 06 46.56,-38 38 40.82,DB,20967.0,7.885,0.537,,,437.72,,,
Gaia DR3 5621385207122796544,09 04 30.96,-38 45 13.61,DB,18982.0,7.874,0.528,,,324.46,,,
Gaia DR3 5621869477578682368,08 56 59.18,-38 31 38.93,DB,23800.0,7.875,0.538,,,297.29,,,
Gaia DR3 5621912732184918784,08 52 33.16,-39 00 01.80,DB,13756.0,7.89,0.526,,,224.19,,,
Gaia DR3 5622094529569172480,08 54 56.07,-38 00 27.77,DC:,6341.0,7.872,0.499,,,139.53,,,
Gaia DR3 5622417923420814976,09 00 22.64,-37 04 42.60,DC,6853.0,8.037,0.596,,,113.26,,,
Gaia DR3 5622469742204273152,08 57 08.15,-37 39 16.22,DB,12572.0,7.842,0.498,,,257.11,,,
Gaia DR3 5623062546468327552,09 09 51.12,-37 24 34.08,DB,12844.0,8.109,0.651,,,341.91,,,
Gaia DR3 5623360857719900416,09 17 47.88,-36 29 24.47,DC,10239.0,8.593,0.964,,,121.92,,,
Gaia DR3 5623735688102392576,09 16 21.69,-35 27 20.97,DB,11701.0,8.094,0.641,,,160.30,,,
Gaia DR3 5623864537120928384,09 17 02.90,-34 26 47.29,DB,13790.0,8.056,0.62,,,310.95,,,
Gaia DR3 562427960276814720,02 16 11.48,78 49 18.83,DC,9753.0,7.944,0.547,,,232.50,,,
Gaia DR3 5625573251208731648,08 54 32.13,-36 49 08.73,DB,13043.0,7.991,0.581,,,384.50,,,
Gaia DR3 5625665640249433088,08 54 11.88,-36 20 11.95,DB,11617.0,8.227,0.725,,,145.89,,,
Gaia DR3 5626313841007721600,08 48 18.90,-35 36 26.67,DB,15637.0,7.921,0.546,,,368.79,,,
Gaia DR3 5626790784241966720,08 48 46.48,-34 53 10.32,DB:,11837.0,8.103,0.646,,,311.88,,,
Gaia DR3 5626950625745412736,08 50 50.01,-33 55 04.69,DZ:,7926.0,7.953,0.549,,,204.50,,,
Gaia DR3 5627630845482564352,08 55 22.52,-34 04 06.09,DC:,10982.0,8.416,0.849,,,177.70,,,
Gaia DR3 5627891193521919872,09 04 51.18,-33 35 16.69,DB,12815.0,7.983,0.576,,,255.65,,,
Gaia DR3 5628138824152275712,09 05 13.32,-32 49 17.19,DZ,6930.0,8.259,0.739,,,165.75,,,
Gaia DR3 5628855946255729280,08 55 21.72,-32 00 15.13,DQ,6709.0,8.077,0.621,,,141.26,,,
Gaia DR3 562932567394951936,01 59 52.53,80 43 19.94,DC:,6107.0,7.869,0.497,,,166.15,,,
Gaia DR3 5629354158163382144,08 57 29.08,-30 49 27.17,DC:,9580.0,7.614,0.381,,,317.80,,,
Gaia DR3 5629585094262257920,09 21 19.32,-34 54 36.07,DB,16309.0,7.766,0.468,,,196.88,,,
Gaia DR3 5629695350362147456,09 26 22.28,-34 16 57.80,DC,9965.0,8.014,0.589,,,258.84,,,
Gaia DR3 5630088223908997504,09 27 17.45,-33 45 55.19,DB:,9874.0,7.542,0.353,,,351.10,,,
Gaia DR3 5630488751080850176,09 28 30.72,-32 34 47.17,DB,14488.0,7.564,0.376,,,435.91,,,
Gaia DR3 5631122795637242880,09 15 01.43,-32 17 51.09,DC,9522.0,7.923,0.535,,,247.96,,,
Gaia DR3 5632302502887687040,09 32 29.07,-30 20 45.18,DB,15796.0,8.059,0.626,,,108.38,,,
Gaia DR3 5633484817187896320,09 36 01.73,-29 24 44.14,DB,12177.0,7.919,0.539,,,255.04,,,
Gaia DR3 5633670806451069568,09 34 22.90,-28 40 57.26,DB,13784.0,8.043,0.613,,,288.50,,,
Gaia DR3 5633685344917836288,09 35 21.43,-28 20 50.72,DB,11755.0,8.067,0.624,,,158.76,,,
Gaia DR3 5634314780969057792,09 08 33.68,-31 32 33.54,DZ,9529.0,7.988,0.572,,,253.54,,,
Gaia DR3 5634732384928153472,09 18 42.66,-30 16 08.04,DC:,4231.0,7.875,0.494,,,136.61,,,
Gaia DR3 5635084881484935680,09 14 41.40,-29 10 36.22,DB,12260.0,7.905,0.531,,,257.68,,,
Gaia DR3 5635373056611781248,09 06 38.34,-29 45 24.70,DC,9199.0,7.955,0.553,,,118.34,,,
Gaia DR3 5635531424942624768,09 03 11.21,-29 35 06.66,DC,8672.0,8.141,0.665,,,154.40,,,
Gaia DR3 5635828941619131008,09 11 02.13,-28 49 51.77,DB,11683.0,8.198,0.706,,,223.22,,,
Gaia DR3 5636077156369875456,09 06 54.11,-28 25 22.46,DB,11793.0,8.026,0.599,,,172.61,,,
Gaia DR3 5637027654108700672,09 32 28.16,-27 01 49.41,DB,17388.0,7.96,0.571,,,226.18,,,
Gaia DR3 5637477831102990848,09 15 32.56,-27 54 01.78,DC,7546.0,8.064,0.614,,,124.61,,,
Gaia DR3 5638494814935365120,09 21 24.46,-24 57 05.31,DB,15194.0,8.503,0.91,,,238.77,,,
Gaia DR3 5640359311776763392,08 39 28.94,-31 43 28.40,DB,13780.0,8.037,0.609,,,269.26,,,
Gaia DR3 5640419544408462336,08 40 01.07,-31 20 54.12,DB,13928.0,7.945,0.556,,,266.98,,,
Gaia DR3 5640469774044522240,08 40 08.80,-30 56 39.71,DB,12585.0,7.559,0.368,,,303.48,,,
Gaia DR3 5640656416140270080,08 39 08.99,-30 52 15.04,DC,9048.0,8.231,0.724,,,145.59,,,
Gaia DR3 5641125529648710784,08 44 49.52,-31 20 56.40,DB,16392.0,7.884,0.528,,,162.44,,,
Gaia DR3 5641450744571997696,08 53 15.88,-30 19 45.32,DB,11258.0,7.822,0.485,,,197.55,,,
Gaia DR3 5641527023192846464,08 59 04.66,-29 48 31.04,DC,8833.0,8.166,0.681,,,186.49,,,
Gaia DR3 5641549803697185792,08 56 37.40,-29 52 30.32,DB:,12950.0,8.54,0.932,,,205.04,,,
Gaia DR3 5641839593732224640,08 52 10.49,-29 12 52.22,DC,6283.0,8.047,0.601,,,117.18,,,
Gaia DR3 5642155084850045824,08 45 22.30,-29 36 19.69,DC,8961.0,8.068,0.62,,,179.03,,,
Gaia DR3 5642853137295021696,08 45 05.99,-28 23 38.56,DB,17208.0,8.405,0.848,,,346.46,,,
Gaia DR3 5643202094801176704,08 31 12.09,-31 19 01.30,DB,20104.0,8.062,0.634,,,241.16,,,
Gaia DR3 5644201795681321088,08 22 30.39,-30 29 03.22,DB,12830.0,8.145,0.674,,,344.65,,,
Gaia DR3 5644323081260097280,08 25 30.89,-30 01 25.75,DC:,7386.0,7.994,0.572,,,134.64,,,
Gaia DR3 5644850748066692992,08 29 41.03,-29 00 30.77,DB,21158.0,8.329,0.802,,,164.68,,,
Gaia DR3 5644901183860343168,08 29 52.34,-28 29 15.78,DB:,25760.0,8.347,0.819,,,271.63,,,
Gaia DR3 5644934482745407616,08 26 54.97,-28 37 18.58,DB,11538.0,8.007,0.587,,,248.83,,,
Gaia DR3 5646244374750199936,08 39 41.69,-26 46 00.46,DC,9614.0,7.959,0.555,,,171.44,,,
Gaia DR3 5646383913947550848,08 42 43.12,-26 09 49.94,DC,9739.0,7.651,0.398,,,198.00,,,
Gaia DR3 5646716653660940416,08 31 43.24,-27 16 27.36,DB,15183.0,8.058,0.624,,,336.25,,,
Gaia DR3 5647011906883394304,08 38 04.54,-26 30 45.80,DC:,10170.0,8.244,0.734,,,248.48,,,
Gaia DR3 5647268505415399296,08 36 13.51,-26 11 09.49,DB,11733.0,8.153,0.678,,,234.21,,,
Gaia DR3 5647785237216991104,09 02 12.31,-28 12 57.54,DC,9421.0,8.022,0.592,,,134.07,,,
Gaia DR3 5648060183844026624,08 59 22.03,-27 41 53.58,DC,9246.0,8.011,0.585,,,254.90,,,
Gaia DR3 5648365023443209984,09 02 45.69,-27 45 48.13,DC:,10161.0,7.945,0.549,,,273.51,,,
Gaia DR3 564904472778814336,00 31 24.24,80 03 25.76,DQ:,,,,,,653.35,,,
Gaia DR3 5649246866127859072,09 02 05.92,-26 44 54.86,DC,9100.0,8.188,0.696,,,134.88,,,
Gaia DR3 5649508068858589824,08 56 15.72,-26 13 53.13,DC,9545.0,7.724,0.431,,,265.54,,,
Gaia DR3 5649678252644017280,09 00 37.49,-25 23 08.91,DC,9287.0,7.761,0.448,,,257.26,,,
Gaia DR3 5651167163187237120,09 08 56.88,-24 08 45.30,DC:,10253.0,7.895,0.521,,,225.85,,,
Gaia DR3 5651212999076577024,09 03 49.15,-24 49 22.99,DC:,8181.0,7.792,0.461,,,239.12,,,
Gaia DR3 5651730461032326528,09 14 37.91,-22 48 41.23,DB,14240.0,7.879,0.521,,,338.91,,,
Gaia DR3 5652562134203972352,08 49 09.24,-24 51 54.89,DB:,31887.0,7.692,0.472,,,490.99,,,
Gaia DR3 5653010219551365504,08 54 27.85,-24 22 10.21,DC:,6946.0,8.011,0.581,,,108.47,,,
Gaia DR3 5653537710259999744,08 40 29.89,-24 23 15.12,DC,7976.0,7.894,0.515,,,182.11,,,
Gaia DR3 5655931793745610496,08 55 04.25,-21 12 11.23,DC,9950.0,8.007,0.585,,,173.59,,,
Gaia DR3 5656754404537613568,09 45 28.61,-28 40 34.02,DB,13238.0,8.021,0.599,,,312.16,,,
Gaia DR3 5658081545137177856,09 40 19.42,-26 56 49.70,DC:,10865.0,8.595,0.965,,,197.36,,,
Gaia DR3 5658946757708347648,09 59 03.73,-26 05 13.74,DZ,8970.0,8.042,0.603,,,175.33,,,
Gaia DR3 5659002592283295488,09 57 08.28,-26 01 11.30,DB,17811.0,7.982,0.584,,,205.43,,,
Gaia DR3 5659057361705997440,09 54 01.58,-26 26 43.61,DB,13951.0,7.652,0.41,,,359.26,,,
Gaia DR3 5659249226485314176,09 56 47.83,-25 21 39.62,DC:,9693.0,8.107,0.645,,,241.03,,,
Gaia DR3 5659871481347046528,10 01 47.07,-23 43 37.59,DC,8987.0,8.034,0.599,,,172.82,,,
Gaia DR3 5660271879672542592,09 45 48.68,-24 37 10.85,DB:,14455.0,8.713,1.04,,,171.50,,,
Gaia DR3 5661457045833365632,09 34 19.26,-25 41 33.69,DB,12924.0,8.038,0.608,,,216.55,,,
Gaia DR3 5662248866004865024,09 26 27.99,-25 11 03.01,DC,10631.0,7.877,0.512,,,269.72,,,
Gaia DR3 5663134660061518720,09 31 05.79,-22 42 59.69,DB,13241.0,7.975,0.572,,,317.45,,,
Gaia DR3 5663189704360974080,09 34 19.37,-22 46 30.41,DQ,8234.0,8.016,0.586,,,118.22,,,
Gaia DR3 5663197057345128192,09 34 34.36,-22 32 26.09,DZ,6938.0,8.238,0.725,,,113.04,,,
Gaia DR3 5664510767581149184,09 39 57.77,-22 31 38.50,DC,6991.0,7.86,0.494,,,122.54,,,
Gaia DR3 5665178274218627584,09 46 30.50,-20 57 14.72,DB,13595.0,8.018,0.597,,,250.05,,,
Gaia DR3 5666044758100453120,10 05 04.53,-22 37 46.80,DB,13635.0,7.829,0.493,,,306.85,,,
Gaia DR3 566753645178167040,00 26 59.17,81 25 27.51,DC:,6793.0,8.224,0.716,,,130.51,,,
Gaia DR3 566882910808900096,00 05 56.65,82 22 38.70,DC:,9110.0,8.215,0.714,,,175.32,,,
Gaia DR3 5668855247259439360,10 22 08.44,-18 53 00.51,DB,15188.0,7.912,0.541,,,279.37,,,
Gaia DR3 5668919328172331904,10 13 28.98,-20 28 45.60,DC:,9644.0,8.091,0.635,,,139.22,,,
Gaia DR3 5670356046272355840,09 55 00.43,-20 49 23.05,DC,8040.0,7.881,0.508,,,167.96,,,
Gaia DR3 567062504867413504,00 54 41.97,82 28 30.09,DC:,7473.0,8.114,0.646,,,149.04,,,
Gaia DR3 5671246169655182080,09 48 24.42,-20 13 06.13,DC,10091.0,7.974,0.565,,,107.38,,,
Gaia DR3 5671290356277313920,09 50 49.37,-19 43 45.62,DC,7710.0,7.255,0.247,,,203.08,,,
Gaia DR3 5672142787026670976,09 53 18.95,-17 37 39.54,DC,8194.0,7.961,0.554,,,122.16,,,
Gaia DR3 5672850941234345856,10 13 27.95,-18 00 16.62,DC:,8297.0,7.827,0.479,,,131.46,,,
Gaia DR3 5673333356256660224,10 15 08.66,-16 11 14.98,DC,9259.0,7.952,0.551,,,192.85,,,
Gaia DR3 567443833537708288,00 02 29.79,83 52 10.04,DC,9175.0,8.093,0.636,,,139.40,,,
Gaia DR3 5676044507117004928,09 12 20.04,-21 53 13.58,DC,9752.0,8.328,0.789,,,131.16,,,
Gaia DR3 5676366251706824960,09 25 11.49,-21 19 06.22,DC,6779.0,8.015,0.583,,,139.09,,,
Gaia DR3 5676624190264220288,09 20 48.63,-20 23 48.81,DC,9324.0,8.187,0.696,,,164.20,,,
Gaia DR3 5678007582049623936,09 25 33.14,-20 03 50.33,DC,9727.0,8.326,0.788,,,213.82,,,
Gaia DR3 5678243672106822400,09 27 16.71,-19 29 17.25,DC,9102.0,7.865,0.502,,,208.77,,,
Gaia DR3 5678371108081332608,09 29 29.65,-19 05 57.58,DB,15040.0,7.945,0.558,,,355.84,,,
